,year_income,state_id,median_income
1226,2014,AL,43820
1227,2014,AK,70095
1228,2014,AZ,51050
1229,2014,AR,46560
1230,2014,CA,62693
1231,2014,CO,63162
1232,2014,CT,72719
1233,2014,DE,59619
1234,2014,D.C,70767
1235,2014,FL,47822
1236,2014,GA,51362
1237,2014,HI,73820
1238,2014,ID,55387
1239,2014,IL,56918
1240,2014,IN,49812
1241,2014,IA,59918
1242,2014,KS,55393
1243,2014,LA,43952
1244,2014,KY,44346
1245,2014,ME,53595
1246,2014,MD,78942
1247,2014,MA,65454
1248,2014,MI,53901
1249,2014,MN,69696
1250,2014,MS,36816
1251,2014,MO,58695
1252,2014,MT,52965
1253,2014,NE,58944
1254,2014,NV,51694
1255,2014,NH,76073
1256,2014,NJ,67622
1257,2014,NM,48388
1258,2014,NY,56290
1259,2014,NC,48490
1260,2014,ND,62944
1261,2014,OH,51454
1262,2014,OK,48920
1263,2014,OR,61022
1264,2014,PA,57185
1265,2014,RI,60771
1266,2014,SC,46567
1267,2014,SD,54987
1268,2014,TN,45310
1269,2014,TX,55839
1270,2014,UT,65694
1271,2014,VT,62922
1272,2014,VA,68567
1273,2014,WA,61222
1274,2014,WV,40994
1275,2014,WI,60198
1276,2014,WY,57721
1277,2015,AL,46053
1278,2015,AK,77717
1279,2015,AZ,54060
1280,2015,AR,44282
1281,2015,CA,65843
1282,2015,CO,68906
1283,2015,CT,75417
1284,2015,DE,59759
1285,2015,D.C,72501
1286,2015,FL,50518
1287,2015,GA,52529
1288,2015,HI,66751
1289,2015,ID,53414
1290,2015,IL,62508
1291,2015,IN,53786
1292,2015,IA,62965
1293,2015,KS,56768
1294,2015,LA,47515
1295,2015,KY,43857
1296,2015,ME,52516
1297,2015,MD,76146
1298,2015,MA,70214
1299,2015,MI,56083
1300,2015,MN,71114
1301,2015,MS,41426
1302,2015,MO,61249
1303,2015,MT,53177
1304,2015,NE,62571
1305,2015,NV,53812
1306,2015,NH,78299
1307,2015,NJ,70728
1308,2015,NM,46684
1309,2015,NY,60017
1310,2015,NC,52559
1311,2015,ND,59406
1312,2015,OH,55150
1313,2015,OK,48710
1314,2015,OR,62944
1315,2015,PA,62483
1316,2015,RI,57633
1317,2015,SC,47968
1318,2015,SD,56975
1319,2015,TN,48971
1320,2015,TX,58432
1321,2015,UT,68556
1322,2015,VT,61557
1323,2015,VA,63618
1324,2015,WA,69575
1325,2015,WV,44309
1326,2015,WI,57347
1327,2015,WY,63038
1328,2016,AL,48237
1329,2016,AK,77351
1330,2016,AZ,58328
1331,2016,AR,46894
1332,2016,CA,68070
1333,2016,CO,72084
1334,2016,CT,77556
1335,2016,DE,59294
1336,2016,D.C,72508
1337,2016,FL,52277
1338,2016,GA,54678
1339,2016,HI,73684
1340,2016,ID,57780
1341,2016,IL,62706
1342,2016,IN,57300
1343,2016,IA,60365
1344,2016,KS,58032
1345,2016,LA,43103
1346,2016,KY,46345
1347,2016,ME,51950
1348,2016,MD,75346
1349,2016,MA,73820
1350,2016,MI,58319
1351,2016,MN,71728
1352,2016,MS,41983
1353,2016,MO,56199
1354,2016,MT,58302
1355,2016,NE,60651
1356,2016,NV,56623
1357,2016,NH,77900
1358,2016,NJ,69940
1359,2016,NM,49493
1360,2016,NY,62758
1361,2016,NC,54920
1362,2016,ND,61478
1363,2016,OH,55146
1364,2016,OK,52039
1365,2016,OR,60407
1366,2016,PA,62290
1367,2016,RI,62851
1368,2016,SC,55505
1369,2016,SD,58685
1370,2016,TN,52448
1371,2016,TX,59396
1372,2016,UT,68932
1373,2016,VT,62145
1374,2016,VA,67880
1375,2016,WA,71822
1376,2016,WV,45308
1377,2016,WI,61103
1378,2016,WY,59073
1379,2017,AL,51113
1380,2017,AK,72231
1381,2017,AZ,61125
1382,2017,AR,48829
1383,2017,CA,69759
1384,2017,CO,74172
1385,2017,CT,72780
1386,2017,DE,62318
1387,2017,D.C,83382
1388,2017,FL,53681
1389,2017,GA,57016
1390,2017,HI,73575
1391,2017,ID,60208
1392,2017,IL,64609
1393,2017,IN,58873
1394,2017,IA,63481
1395,2017,KS,57872
1396,2017,LA,43903
1397,2017,KY,51348
1398,2017,ME,51664
1399,2017,MD,81084
1400,2017,MA,73227
1401,2017,MI,57700
1402,2017,MN,71920
1403,2017,MS,43441
1404,2017,MO,56885
1405,2017,MT,59087
1406,2017,NE,59619
1407,2017,NV,56550
1408,2017,NH,74801
1409,2017,NJ,72997
1410,2017,NM,47855
1411,2017,NY,62447
1412,2017,NC,50343
1413,2017,ND,59886
1414,2017,OH,59768
1415,2017,OK,55006
1416,2017,OR,64610
1417,2017,PA,63173
1418,2017,RI,66390
1419,2017,SC,54971
1420,2017,SD,56894
1421,2017,TN,55240
1422,2017,TX,59295
1423,2017,UT,71319
1424,2017,VT,63805
1425,2017,VA,71293
1426,2017,WA,75418
1427,2017,WV,45392
1428,2017,WI,63451
1429,2017,WY,57837
