YEAR,STATE,STATE_id,Median_Income
2008,Utah,UT,71375
2008,Vermont,VT,57872
2008,Virginia,VA,70745
2008,Washington,WA,64634
2008,West Virginia,WV,43363
2008,Wisconsin,WI,58436
2008,Wyoming,WY,60875
2009,Alaska,AL,45789
2009,Alabama,AK,70555
2009,Arizona,AZ,52385
2009,Arkansas,AR,41847
2009,California,CA,64291
2009,Colorado,CO,64057
2009,Connecticut,CT,74274
2009,Delaware,DE,59686
2009,DC,D.C,60863
2009,Florida,FL,52261
2009,Georgia,GA,49638
2009,Hawaii,HI,63735
2009,Idaho,ID,53575
2009,Illinois,IL,60552
2009,Indiana,IN,50743
2009,Iowa,IA,58091
2009,Kansas,KS,51215
2009,Lousiana,LA,52035
2009,Kentucky,KY,48863
2009,Maine,ME,54404
2009,Maryland,MD,73513
2009,Massachusetts,MA,68000
2009,Michigan,MI,52677
2009,Minnesota,MN,64240
2009,Mississippi,MS,40175
2009,Missouri,MO,55855
2009,Montana,MT,46313
2009,Nebraska,NE,56801
2009,Nevada,NV,58908
2009,New Hampshire,NH,73450
2009,New Jersey,NJ,74189
2009,New Mexico,NM,49869
2009,New York,NY,57513
2009,North Carolina,NC,47995
2009,North Dakota,ND,57351
2009,Ohio,OH,52545
2009,Oklahoma,OK,52544
2009,Oregon,OR,56232
2009,Pennsylvania,PA,55172
2009,Rhode Island,RI,59137
2009,South Carolina,SC,47073
2009,South Dakota,SD,52485
2009,Tennesse,TN,46404
2009,Texas,TX,54373
2009,Utah,UT,66990
2009,Vermont,VT,59920
2009,Virginia,VA,69292
2009,Washington,WA,69167
2009,West Virginia,WV,46373
2009,Wisconsin,WI,58682
2009,Wyoming,WY,60094
2010,Alaska,AL,46120
2010,Alabama,AK,65178
2010,Arizona,AZ,52839
2010,Arkansas,AR,43477
2010,California,CA,61162
2010,Colorado,CO,67866
2010,Connecticut,CT,74361
2010,Delaware,DE,62211
2010,DC,D.C,64142
2010,Florida,FL,49650
2010,Georgia,GA,49707
2010,Hawaii,HI,67084
2010,Idaho,ID,53012
2010,Illinois,IL,57156
2010,Indiana,IN,51986
2010,Iowa,IA,55227
2010,Kansas,KS,51890
2010,Lousiana,LA,44280
2010,Kentucky,KY,46313
2010,Maine,ME,54005
2010,Maryland,MD,72336
2010,Massachusetts,MA,68655
2010,Michigan,MI,52140
2010,Minnesota,MN,58951
2010,Mississippi,MS,42996
2010,Missouri,MO,51623
2010,Montana,MT,46511
2010,Nebraska,NE,59157
2010,Nevada,NV,57688
2010,New Hampshire,NH,75077
2010,New Jersey,NJ,70947
2010,New Mexico,NM,50853
2010,New York,NY,56089
2010,North Carolina,NC,49384
2010,North Dakota,ND,57469
2010,Ohio,OH,51701
2010,Oklahoma,OK,48565
2010,Oregon,OR,57014
2010,Pennsylvania,PA,54436
2010,Rhode Island,RI,58164
2010,South Carolina,SC,46982
2010,South Dakota,SD,51099
2010,Tennesse,TN,43481
2010,Texas,TX,53255
2010,Utah,UT,63886
2010,Vermont,VT,63015
2010,Virginia,VA,68017
2010,Washington,WA,63280
2010,West Virginia,WV,48198
2010,Wisconsin,WI,56731
2010,Wyoming,WY,58816
2011,Alaska,AL,46520
2011,Alabama,AK,62731
2011,Arizona,AZ,53108
2011,Arkansas,AR,45114
2011,California,CA,58292
2011,Colorado,CO,64040
2011,Connecticut,CT,71452
2011,Delaware,DE,59704
2011,DC,D.C,60350
2011,Florida,FL,49267
2011,Georgia,GA,50216
2011,Hawaii,HI,64496
2011,Idaho,ID,51839
2011,Illinois,IL,55310
2011,Indiana,IN,48547
2011,Iowa,IA,54853
2011,Kansas,KS,50406
2011,Lousiana,LA,44410
2011,Kentucky,KY,43534
2011,Maine,ME,54279
2011,Maryland,MD,75232
2011,Massachusetts,MA,69156
2011,Michigan,MI,53390
2011,Minnesota,MN,63156
2011,Mississippi,MS,44882
2011,Missouri,MO,49998
2011,Montana,MT,43994
2011,Nebraska,NE,60748
2011,Nevada,NV,51384
2011,New Hampshire,NH,71960
2011,New Jersey,NJ,68091
2011,New Mexico,NM,45856
2011,New York,NY,55309
2011,North Carolina,NC,49378
2011,North Dakota,ND,61562
2011,Ohio,OH,48768
2011,Oklahoma,OK,52927
2011,Oregon,OR,56281
2011,Pennsylvania,PA,54516
2011,Rhode Island,RI,53558
2011,South Carolina,SC,43783
2011,South Dakota,SD,51581
2011,Tennesse,TN,46181
2011,Texas,TX,53573
2011,Utah,UT,60614
2011,Vermont,VT,56648
2011,Virginia,VA,68394
2011,Washington,WA,62096
2011,West Virginia,WV,45680
2011,Wisconsin,WI,56862
2011,Wyoming,WY,59539
2012,Alaska,AL,46490
2012,Alabama,AK,68080
2012,Arizona,AZ,50320
2012,Arkansas,AR,41735
2012,California,CA,60990
2012,Colorado,CO,61242
2012,Connecticut,CT,68720
2012,Delaware,DE,52382
2012,DC,D.C,69789
2012,Florida,FL,49279
2012,Georgia,GA,51472
2012,Hawaii,HI,60181
2012,Idaho,ID,51259
2012,Illinois,IL,55340
2012,Indiana,IN,49372
2012,Iowa,IA,57163
2012,Kansas,KS,53485
2012,Lousiana,LA,41806
2012,Kentucky,KY,43947
2012,Maine,ME,52581
2012,Maryland,MD,76838
2012,Massachusetts,MA,68088
2012,Michigan,MI,53498
2012,Minnesota,MN,66098
2012,Mississippi,MS,39192
2012,Missouri,MO,53229
2012,Montana,MT,48227
2012,Nebraska,NE,55830
2012,Nevada,NV,50629
2012,New Hampshire,NH,72541
2012,New Jersey,NJ,71336
2012,New Mexico,NM,46448
2012,New York,NY,51000
2012,North Carolina,NC,44446
2012,North Dakota,ND,59649
2012,Ohio,OH,47465
2012,Oklahoma,OK,51778
2012,Oregon,OR,55380
2012,Pennsylvania,PA,55518
2012,Rhode Island,RI,59969
2012,South Carolina,SC,47493
2012,South Dakota,SD,52856
2012,Tennesse,TN,45989
2012,Texas,TX,55542
2012,Utah,UT,62403
2012,Vermont,VT,59452
2012,Virginia,VA,69132
2012,Washington,WA,66517
2012,West Virginia,WV,46586
2012,Wisconsin,WI,56775
2012,Wyoming,WY,61517
2013,Alaska,AL,43616
2013,Alabama,AK,76387
2013,Arizona,AZ,55453
2013,Arkansas,AR,42075
2013,California,CA,64078
2013,Colorado,CO,71580
2013,Connecticut,CT,73034
2013,Delaware,DE,57013
2013,DC,D.C,63952
2013,Florida,FL,51153
2013,Georgia,GA,50001
2013,Hawaii,HI,67705
2013,Idaho,ID,54563
2013,Illinois,IL,56850
2013,Illinois,IL,60285
2013,Indiana,IN,53284
2013,Iowa,IA,63405
2013,Kansas,KS,54266
2013,Lousiana,LA,48933
2013,Kentucky,KY,47303
2013,Maine,ME,57925
2013,Maine,ME,52828
2013,Maryland,MD,73099
2013,Massachusetts,MA,66364
2013,Michigan,MI,59622
2013,Minnesota,MN,67798
2013,Mississippi,MS,43056
2013,Missouri,MO,53029
2013,Montana,MT,46516
2013,Nebraska,NE,60735
2013,Nevada,NV,54646
2013,New Hampshire,NH,75174
2013,New Jersey,NJ,67198
2013,New Mexico,NM,44402
2013,New York,NY,56751
2013,North Carolina,NC,48840
2013,North Dakota,ND,62347
2013,Ohio,OH,53489
2013,Oklahoma,OK,48655
2013,Oregon,OR,59348
2013,Pennsylvania,PA,58135
2013,Rhode Island,RI,60935
2013,South Carolina,SC,46112
2013,South Dakota,SD,57394
2013,Tennesse,TN,45703
2013,Texas,TX,55891
2013,Utah,UT,66368
2013,Vermont,VT,69052
2013,Virginia,VA,71272
2013,Washington,WA,67375
2013,West Virginia,WV,45395
2013,Wisconsin,WI,58243
2013,Wyoming,WY,71084
2014,Alaska,AL,43820
2014,Alabama,AK,70095
2014,Arizona,AZ,51050
2014,Arkansas,AR,46560
2014,California,CA,62693
2014,Colorado,CO,63162
2014,Connecticut,CT,72719
2014,Delaware,DE,59619
2014,DC,D.C,70767
2014,Florida,FL,47822
2014,Georgia,GA,51362
2014,Hawaii,HI,73820
2014,Idaho,ID,55387
2014,Illinois,IL,56918
2014,Indiana,IN,49812
2014,Iowa,IA,59918
2014,Kansas,KS,55393
2014,Lousiana,LA,43952
2014,Kentucky,KY,44346
2014,Maine,ME,53595
2014,Maryland,MD,78942
2014,Massachusetts,MA,65454
2014,Michigan,MI,53901
2014,Minnesota,MN,69696
2014,Mississippi,MS,36816
2014,Missouri,MO,58695
2014,Montana,MT,52965
2014,Nebraska,NE,58944
2014,Nevada,NV,51694
2014,New Hampshire,NH,76073
2014,New Jersey,NJ,67622
2014,New Mexico,NM,48388
2014,New York,NY,56290
2014,North Carolina,NC,48490
2014,North Dakota,ND,62944
2014,Ohio,OH,51454
2014,Oklahoma,OK,48920
2014,Oregon,OR,61022
2014,Pennsylvania,PA,57185
2014,Rhode Island,RI,60771
2014,South Carolina,SC,46567
2014,South Dakota,SD,54987
2014,Tennesse,TN,45310
2014,Texas,TX,55839
2014,Utah,UT,65694
2014,Vermont,VT,62922
2014,Virginia,VA,68567
2014,Washington,WA,61222
2014,West Virginia,WV,40994
2014,Wisconsin,WI,60198
2014,Wyoming,WY,57721
2015,Alaska,AL,46053
2015,Alabama,AK,77717
2015,Arizona,AZ,54060
2015,Arkansas,AR,44282
2015,California,CA,65843
2015,Colorado,CO,68906
2015,Connecticut,CT,75417
2015,Delaware,DE,59759
2015,DC,D.C,72501
2015,Florida,FL,50518
2015,Georgia,GA,52529
2015,Hawaii,HI,66751
2015,Idaho,ID,53414
2015,Illinois,IL,62508
2015,Indiana,IN,53786
2015,Iowa,IA,62965
2015,Kansas,KS,56768
2015,Lousiana,LA,47515
2015,Kentucky,KY,43857
2015,Maine,ME,52516
2015,Maryland,MD,76146
2015,Massachusetts,MA,70214
2015,Michigan,MI,56083
2015,Minnesota,MN,71114
2015,Mississippi,MS,41426
2015,Missouri,MO,61249
2015,Montana,MT,53177
2015,Nebraska,NE,62571
2015,Nevada,NV,53812
2015,New Hampshire,NH,78299
2015,New Jersey,NJ,70728
2015,New Mexico,NM,46684
2015,New York,NY,60017
2015,North Carolina,NC,52559
2015,North Dakota,ND,59406
2015,Ohio,OH,55150
2015,Oklahoma,OK,48710
2015,Oregon,OR,62944
2015,Pennsylvania,PA,62483
2015,Rhode Island,RI,57633
2015,South Carolina,SC,47968
2015,South Dakota,SD,56975
2015,Tennesse,TN,48971
2015,Texas,TX,58432
2015,Utah,UT,68556
2015,Vermont,VT,61557
2015,Virginia,VA,63618
2015,Washington,WA,69575
2015,West Virginia,WV,44309
2015,Wisconsin,WI,57347
2015,Wyoming,WY,63038
2016,Alaska,AL,48237
2016,Alabama,AK,77351
2016,Arizona,AZ,58328
2016,Arkansas,AR,46894
2016,California,CA,68070
2016,Colorado,CO,72084
2016,Connecticut,CT,77556
2016,Delaware,DE,59294
2016,DC,D.C,72508
2016,Florida,FL,52277
2016,Georgia,GA,54678
2016,Hawaii,HI,73684
2016,Idaho,ID,57780
2016,Illinois,IL,62706
2016,Indiana,IN,57300
2016,Iowa,IA,60365
2016,Kansas,KS,58032
2016,Lousiana,LA,43103
2016,Kentucky,KY,46345
2016,Maine,ME,51950
2016,Maryland,MD,75346
2016,Massachusetts,MA,73820
2016,Michigan,MI,58319
2016,Minnesota,MN,71728
2016,Mississippi,MS,41983
2016,Missouri,MO,56199
2016,Montana,MT,58302
2016,Nebraska,NE,60651
2016,Nevada,NV,56623
2016,New Hampshire,NH,77900
2016,New Jersey,NJ,69940
2016,New Mexico,NM,49493
2016,New York,NY,62758
2016,North Carolina,NC,54920
2016,North Dakota,ND,61478
2016,Ohio,OH,55146
2016,Oklahoma,OK,52039
2016,Oregon,OR,60407
2016,Pennsylvania,PA,62290
2016,Rhode Island,RI,62851
2016,South Carolina,SC,55505
2016,South Dakota,SD,58685
2016,Tennesse,TN,52448
2016,Texas,TX,59396
2016,Utah,UT,68932
2016,Vermont,VT,62145
2016,Virginia,VA,67880
2016,Washington,WA,71822
2016,West Virginia,WV,45308
2016,Wisconsin,WI,61103
2016,Wyoming,WY,59073
2017,Alaska,AL,51113
2017,Alabama,AK,72231
2017,Arizona,AZ,61125
2017,Arkansas,AR,48829
2017,California,CA,69759
2017,Colorado,CO,74172
2017,Connecticut,CT,72780
2017,Delaware,DE,62318
2017,DC,D.C,83382
2017,Florida,FL,53681
2017,Georgia,GA,57016
2017,Hawaii,HI,73575
2017,Idaho,ID,60208
2017,Illinois,IL,64609
2017,Indiana,IN,58873
2017,Iowa,IA,63481
2017,Kansas,KS,57872
2017,Lousiana,LA,43903
2017,Kentucky,KY,51348
2017,Maine,ME,51664
2017,Maryland,MD,81084
2017,Massachusetts,MA,73227
2017,Michigan,MI,57700
2017,Minnesota,MN,71920
2017,Mississippi,MS,43441
2017,Missouri,MO,56885
2017,Montana,MT,59087
2017,Nebraska,NE,59619
2017,Nevada,NV,56550
2017,New Hampshire,NH,74801
2017,New Jersey,NJ,72997
2017,New Mexico,NM,47855
2017,New York,NY,62447
2017,North Carolina,NC,50343
2017,North Dakota,ND,59886
2017,Ohio,OH,59768
2017,Oklahoma,OK,55006
2017,Oregon,OR,64610
2017,Pennsylvania,PA,63173
2017,Rhode Island,RI,66390
2017,South Carolina,SC,54971
2017,South Dakota,SD,56894
2017,Tennesse,TN,55240
2017,Texas,TX,59295
2017,Utah,UT,71319
2017,Utah,VT,63805
2017,Virginia,VA,71293
2017,Washington,WA,75418
2017,West Virginia,WV,45392
2017,Wisconsin,WI,63451
2017,Wyoming,WY,57837
