,year_income,State_income,STATE_id,Median_Income
849,2006,North Carolina,NC,48503
850,2006,North Dakota,ND,50027
851,2006,Ohio,OH,55942
852,2006,Oklahoma,OK,47335
853,2006,Oregon,OR,57393
854,2006,Pennsylvania,PA,59082
855,2006,Rhode Island,RI,65492
856,2006,South Carolina,SC,48284
857,2006,South Dakota,SD,55365
858,2006,Tennesse,TN,49595
859,2006,Texas,TX,52781
860,2006,Utah,UT,66579
861,2006,Vermont,VT,63353
862,2006,Virginia,VA,69615
863,2006,Washington,WA,66695
864,2006,West Virginia,WV,46824
865,2006,Wisconsin,WI,63001
866,2006,Wyoming,WY,57332
867,2007,Alaska,AK,50028
868,2007,Alabama,AL,74657
869,2007,Arizona,AZ,55957
870,2007,Arkansas,AR,48349
871,2007,California,CA,66054
872,2007,Colorado,CO,72462
873,2007,Connecticut,CT,76017
874,2007,Delaware,DE,64697
875,2007,DC,D.C,60186
876,2007,Florida,FL,54273
877,2007,Georgia,GA,57647
878,2007,Hawaii,HI,75876
879,2007,Idaho,ID,58291
880,2007,Illinois,IL,62228
881,2007,Indiana,IN,56239
882,2007,Iowa,IA,57964
883,2007,Kansas,KS,57477
884,2007,Lousiana,LA,48963
885,2007,Kentucky,KY,46757
886,2007,Maine,ME,56762
887,2007,Maryland,MD,77782
888,2007,Massachusetts,MA,69288
889,2007,Michigan,MI,58511
890,2007,Minnesota,MN,68808
891,2007,Mississippi,MS,44182
892,2007,Missouri,MO,54523
893,2007,Montana,MT,51738
894,2007,Nebraska,NE,58279
895,2007,Nevada,NV,64067
896,2007,New Hampshire,NH,80088
897,2007,New Jersey,NJ,71712
898,2007,New Mexico,NM,52569
899,2007,New York,NY,58007
900,2007,North Carolina,NC,51570
901,2007,North Dakota,ND,55946
902,2007,Ohio,OH,58190
903,2007,Oklahoma,OK,51218
904,2007,Oregon,OR,59538
905,2007,Pennsylvania,PA,57406
906,2007,Rhode Island,RI,64248
907,2007,South Carolina,SC,52400
908,2007,South Dakota,SD,55013
909,2007,Tennesse,TN,48823
910,2007,Texas,TX,54580
911,2007,Utah,UT,63440
912,2007,Vermont,VT,56165
913,2007,Virginia,VA,70115
914,2007,Washington,WA,68834
915,2007,West Virginia,WV,49885
916,2007,Wisconsin,WI,60771
917,2007,Wyoming,WY,57769
918,2008,Alaska,AK,50761
919,2008,Alabama,AL,73032
920,2008,Arizona,AZ,53544
921,2008,Arkansas,AR,45180
922,2008,California,CA,65071
923,2008,Colorado,CO,69556
924,2008,Connecticut,CT,73823
925,2008,Delaware,DE,57867
926,2008,DC,D.C,63446
927,2008,Florida,FL,51196
928,2008,Georgia,GA,52760
929,2008,Hawaii,HI,70215
930,2008,Idaho,ID,54121
931,2008,Illinois,IL,60780
932,2008,Indiana,IN,53094
933,2008,Iowa,IA,57228
934,2008,Kansas,KS,54643
935,2008,Lousiana,LA,45154
936,2008,Kentucky,KY,46963
937,2008,Maine,ME,53902
938,2008,Maryland,MD,72715
939,2008,Massachusetts,MA,68845
940,2008,Michigan,MI,56824
941,2008,Minnesota,MN,62687
942,2008,Mississippi,MS,41597
943,2008,Missouri,MO,52544
944,2008,Montana,MT,48963
945,2008,Nebraska,NE,57897
946,2008,Nevada,NV,62481
947,2008,New Hampshire,NH,75528
948,2008,New Jersey,NJ,74535
949,2008,New Mexico,NM,48052
950,2008,New York,NY,57592
951,2008,North Carolina,NC,48997
952,2008,North Dakota,ND,56645
953,2008,Ohio,OH,53567
954,2008,Oklahoma,OK,52627
955,2008,Oregon,OR,59037
956,2008,Pennsylvania,PA,58666
957,2008,Rhode Island,RI,60765
958,2008,South Carolina,SC,48112
959,2008,South Dakota,SD,58892
960,2008,Tennesse,TN,45313
961,2008,Texas,TX,53060
962,2008,Utah,UT,71375
963,2008,Vermont,VT,57872
964,2008,Virginia,VA,70745
965,2008,Washington,WA,64634
966,2008,West Virginia,WV,43363
967,2008,Wisconsin,WI,58436
968,2008,Wyoming,WY,60875
969,2009,Alaska,AK,45789
970,2009,Alabama,AL,70555
971,2009,Arizona,AZ,52385
972,2009,Arkansas,AR,41847
973,2009,California,CA,64291
974,2009,Colorado,CO,64057
975,2009,Connecticut,CT,74274
976,2009,Delaware,DE,59686
977,2009,DC,D.C,60863
978,2009,Florida,FL,52261
979,2009,Georgia,GA,49638
980,2009,Hawaii,HI,63735
981,2009,Idaho,ID,53575
982,2009,Illinois,IL,60552
983,2009,Indiana,IN,50743
984,2009,Iowa,IA,58091
985,2009,Kansas,KS,51215
986,2009,Lousiana,LA,52035
987,2009,Kentucky,KY,48863
988,2009,Maine,ME,54404
989,2009,Maryland,MD,73513
990,2009,Massachusetts,MA,68000
991,2009,Michigan,MI,52677
992,2009,Minnesota,MN,64240
993,2009,Mississippi,MS,40175
994,2009,Missouri,MO,55855
995,2009,Montana,MT,46313
996,2009,Nebraska,NE,56801
997,2009,Nevada,NV,58908
998,2009,New Hampshire,NH,73450
999,2009,New Jersey,NJ,74189
1000,2009,New Mexico,NM,49869
1001,2009,New York,NY,57513
1002,2009,North Carolina,NC,47995
1003,2009,North Dakota,ND,57351
1004,2009,Ohio,OH,52545
1005,2009,Oklahoma,OK,52544
1006,2009,Oregon,OR,56232
1007,2009,Pennsylvania,PA,55172
1008,2009,Rhode Island,RI,59137
1009,2009,South Carolina,SC,47073
1010,2009,South Dakota,SD,52485
1011,2009,Tennesse,TN,46404
1012,2009,Texas,TX,54373
1013,2009,Utah,UT,66990
1014,2009,Vermont,VT,59920
1015,2009,Virginia,VA,69292
1016,2009,Washington,WA,69167
1017,2009,West Virginia,WV,46373
1018,2009,Wisconsin,WI,58682
1019,2009,Wyoming,WY,60094
1020,2010,Alaska,AK,46120
1021,2010,Alabama,AL,65178
1022,2010,Arizona,AZ,52839
1023,2010,Arkansas,AR,43477
1024,2010,California,CA,61162
1025,2010,Colorado,CO,67866
1026,2010,Connecticut,CT,74361
1027,2010,Delaware,DE,62211
1028,2010,DC,D.C,64142
1029,2010,Florida,FL,49650
1030,2010,Georgia,GA,49707
1031,2010,Hawaii,HI,67084
1032,2010,Idaho,ID,53012
1033,2010,Illinois,IL,57156
1034,2010,Indiana,IN,51986
1035,2010,Iowa,IA,55227
1036,2010,Kansas,KS,51890
1037,2010,Lousiana,LA,44280
1038,2010,Kentucky,KY,46313
1039,2010,Maine,ME,54005
1040,2010,Maryland,MD,72336
1041,2010,Massachusetts,MA,68655
1042,2010,Michigan,MI,52140
1043,2010,Minnesota,MN,58951
1044,2010,Mississippi,MS,42996
1045,2010,Missouri,MO,51623
1046,2010,Montana,MT,46511
1047,2010,Nebraska,NE,59157
1048,2010,Nevada,NV,57688
1049,2010,New Hampshire,NH,75077
1050,2010,New Jersey,NJ,70947
1051,2010,New Mexico,NM,50853
1052,2010,New York,NY,56089
1053,2010,North Carolina,NC,49384
1054,2010,North Dakota,ND,57469
1055,2010,Ohio,OH,51701
1056,2010,Oklahoma,OK,48565
1057,2010,Oregon,OR,57014
1058,2010,Pennsylvania,PA,54436
1059,2010,Rhode Island,RI,58164
1060,2010,South Carolina,SC,46982
1061,2010,South Dakota,SD,51099
1062,2010,Tennesse,TN,43481
1063,2010,Texas,TX,53255
1064,2010,Utah,UT,63886
1065,2010,Vermont,VT,63015
1066,2010,Virginia,VA,68017
1067,2010,Washington,WA,63280
1068,2010,West Virginia,WV,48198
1069,2010,Wisconsin,WI,56731
1070,2010,Wyoming,WY,58816
1071,2011,Alaska,AK,46520
1072,2011,Alabama,AL,62731
1073,2011,Arizona,AZ,53108
1074,2011,Arkansas,AR,45114
1075,2011,California,CA,58292
1076,2011,Colorado,CO,64040
1077,2011,Connecticut,CT,71452
1078,2011,Delaware,DE,59704
1079,2011,DC,D.C,60350
1080,2011,Florida,FL,49267
1081,2011,Georgia,GA,50216
1082,2011,Hawaii,HI,64496
1083,2011,Idaho,ID,51839
1084,2011,Illinois,IL,55310
1085,2011,Indiana,IN,48547
1086,2011,Iowa,IA,54853
1087,2011,Kansas,KS,50406
1088,2011,Lousiana,LA,44410
1089,2011,Kentucky,KY,43534
1090,2011,Maine,ME,54279
1091,2011,Maryland,MD,75232
1092,2011,Massachusetts,MA,69156
1093,2011,Michigan,MI,53390
1094,2011,Minnesota,MN,63156
1095,2011,Mississippi,MS,44882
1096,2011,Missouri,MO,49998
1097,2011,Montana,MT,43994
1098,2011,Nebraska,NE,60748
1099,2011,Nevada,NV,51384
1100,2011,New Hampshire,NH,71960
1101,2011,New Jersey,NJ,68091
1102,2011,New Mexico,NM,45856
1103,2011,New York,NY,55309
1104,2011,North Carolina,NC,49378
1105,2011,North Dakota,ND,61562
1106,2011,Ohio,OH,48768
1107,2011,Oklahoma,OK,52927
1108,2011,Oregon,OR,56281
1109,2011,Pennsylvania,PA,54516
1110,2011,Rhode Island,RI,53558
1111,2011,South Carolina,SC,43783
1112,2011,South Dakota,SD,51581
1113,2011,Tennesse,TN,46181
1114,2011,Texas,TX,53573
1115,2011,Utah,UT,60614
1116,2011,Vermont,VT,56648
1117,2011,Virginia,VA,68394
1118,2011,Washington,WA,62096
1119,2011,West Virginia,WV,45680
1120,2011,Wisconsin,WI,56862
1121,2011,Wyoming,WY,59539
1122,2012,Alaska,AK,46490
1123,2012,Alabama,AL,68080
1124,2012,Arizona,AZ,50320
1125,2012,Arkansas,AR,41735
1126,2012,California,CA,60990
1127,2012,Colorado,CO,61242
1128,2012,Connecticut,CT,68720
1129,2012,Delaware,DE,52382
1130,2012,DC,D.C,69789
1131,2012,Florida,FL,49279
1132,2012,Georgia,GA,51472
1133,2012,Hawaii,HI,60181
1134,2012,Idaho,ID,51259
1135,2012,Illinois,IL,55340
1136,2012,Indiana,IN,49372
1137,2012,Iowa,IA,57163
1138,2012,Kansas,KS,53485
1139,2012,Lousiana,LA,41806
1140,2012,Kentucky,KY,43947
1141,2012,Maine,ME,52581
1142,2012,Maryland,MD,76838
1143,2012,Massachusetts,MA,68088
1144,2012,Michigan,MI,53498
1145,2012,Minnesota,MN,66098
1146,2012,Mississippi,MS,39192
1147,2012,Missouri,MO,53229
1148,2012,Montana,MT,48227
1149,2012,Nebraska,NE,55830
1150,2012,Nevada,NV,50629
1151,2012,New Hampshire,NH,72541
1152,2012,New Jersey,NJ,71336
1153,2012,New Mexico,NM,46448
1154,2012,New York,NY,51000
1155,2012,North Carolina,NC,44446
1156,2012,North Dakota,ND,59649
1157,2012,Ohio,OH,47465
1158,2012,Oklahoma,OK,51778
1159,2012,Oregon,OR,55380
1160,2012,Pennsylvania,PA,55518
1161,2012,Rhode Island,RI,59969
1162,2012,South Carolina,SC,47493
1163,2012,South Dakota,SD,52856
1164,2012,Tennesse,TN,45989
1165,2012,Texas,TX,55542
1166,2012,Utah,UT,62403
1167,2012,Vermont,VT,59452
1168,2012,Virginia,VA,69132
1169,2012,Washington,WA,66517
1170,2012,West Virginia,WV,46586
1171,2012,Wisconsin,WI,56775
1172,2012,Wyoming,WY,61517
1173,2013,Alaska,AK,49876
1174,2013,Alaska,AK,43616
1175,2013,Alabama,AL,76387
1176,2013,Alabama,AL,64439
1177,2013,Arizona,AZ,55453
1178,2013,Arizona,AZ,53335
1179,2013,Arkansas,AR,41503
1180,2013,Arkansas,AR,42075
1181,2013,California,CA,64078
1182,2013,California,CA,60635
1183,2013,Colorado,CO,71580
1184,2013,Colorado,CO,66794
1185,2013,Connecticut,CT,73034
1186,2013,Connecticut,CT,71442
1187,2013,Delaware,DE,57013
1188,2013,Delaware,DE,55040
1189,2013,DC,D.C,63301
1190,2013,DC,D.C,63952
1191,2013,Florida,FL,51153
1192,2013,Florida,FL,50473
1193,2013,Georgia,GA,49530
1194,2013,Georgia,GA,50001
1195,2013,Hawaii,HI,67705
1196,2013,Hawaii,HI,64725
1197,2013,Idaho,ID,51085
1198,2013,Idaho,ID,54563
1199,2013,Illinois,IL,56850
1200,2013,Illinois,IL,60285
1201,2013,Indiana,IN,52126
1202,2013,Indiana,IN,53284
1203,2013,Iowa,IA,63405
1204,2013,Iowa,IA,57818
1205,2013,Kansas,KS,50403
1206,2013,Kansas,KS,54266
1207,2013,Lousiana,LA,48933
1208,2013,Lousiana,LA,41762
1209,2013,Kentucky,KY,47303
1210,2013,Kentucky,KY,44435
1211,2013,Maine,ME,57925
1212,2013,Maine,ME,52828
1213,2013,Maryland,MD,73099
1214,2013,Maryland,MD,68787
1215,2013,Massachusetts,MA,65906
1216,2013,Massachusetts,MA,66364
1217,2013,Michigan,MI,59622
1218,2013,Michigan,MI,51437
1219,2013,Minnesota,MN,67798
1220,2013,Minnesota,MN,64197
1221,2013,Mississippi,MS,34085
1222,2013,Mississippi,MS,43056
1223,2013,Missouri,MO,48804
1224,2013,Missouri,MO,53029
1225,2013,Montana,MT,45534
1226,2013,Montana,MT,46516
1227,2013,Nebraska,NE,60735
1228,2013,Nebraska,NE,56679
1229,2013,Nevada,NV,54646
1230,2013,Nevada,NV,47820
1231,2013,New Hampshire,NH,72831
1232,2013,New Hampshire,NH,75174
1233,2013,New Jersey,NJ,67198
1234,2013,New Jersey,NJ,65119
1235,2013,New Mexico,NM,42336
1236,2013,New Mexico,NM,44402
1237,2013,New York,NY,52665
1238,2013,New York,NY,56751
1239,2013,North Carolina,NC,48840
1240,2013,North Carolina,NC,43434
1241,2013,North Dakota,ND,62347
1242,2013,North Dakota,ND,55745
1243,2013,Ohio,OH,53489
1244,2013,Ohio,OH,48904
1245,2013,Oklahoma,OK,48655
1246,2013,Oklahoma,OK,46142
1247,2013,Oregon,OR,51646
1248,2013,Oregon,OR,59348
1249,2013,Pennsylvania,PA,58135
1250,2013,Pennsylvania,PA,56866
1251,2013,Rhode Island,RI,59365
1252,2013,Rhode Island,RI,60935
1253,2013,South Carolina,SC,45916
1254,2013,South Carolina,SC,46112
1255,2013,South Dakota,SD,56298
1256,2013,South Dakota,SD,57394
1257,2013,Tennesse,TN,45703
1258,2013,Tennesse,TN,44795
1259,2013,Texas,TX,54183
1260,2013,Texas,TX,55891
1261,2013,Utah,UT,64344
1262,2013,Utah,UT,66368
1263,2013,Vermont,VT,69052
1264,2013,Vermont,VT,57804
1265,2013,Virginia,VA,69467
1266,2013,Virginia,VA,71272
1267,2013,Washington,WA,67375
1268,2013,Washington,WA,63353
1269,2013,West Virginia,WV,45395
1270,2013,West Virginia,WV,42415
1271,2013,Wisconsin,WI,54520
1272,2013,Wisconsin,WI,58243
1273,2013,Wyoming,WY,71084
1274,2013,Wyoming,WY,58709
1275,2014,Alaska,AK,43820
1276,2014,Alabama,AL,70095
1277,2014,Arizona,AZ,51050
1278,2014,Arkansas,AR,46560
1279,2014,California,CA,62693
1280,2014,Colorado,CO,63162
1281,2014,Connecticut,CT,72719
1282,2014,Delaware,DE,59619
1283,2014,DC,D.C,70767
1284,2014,Florida,FL,47822
1285,2014,Georgia,GA,51362
1286,2014,Hawaii,HI,73820
1287,2014,Idaho,ID,55387
1288,2014,Illinois,IL,56918
1289,2014,Indiana,IN,49812
1290,2014,Iowa,IA,59918
1291,2014,Kansas,KS,55393
1292,2014,Lousiana,LA,43952
1293,2014,Kentucky,KY,44346
1294,2014,Maine,ME,53595
1295,2014,Maryland,MD,78942
1296,2014,Massachusetts,MA,65454
1297,2014,Michigan,MI,53901
1298,2014,Minnesota,MN,69696
1299,2014,Mississippi,MS,36816
1300,2014,Missouri,MO,58695
1301,2014,Montana,MT,52965
1302,2014,Nebraska,NE,58944
1303,2014,Nevada,NV,51694
1304,2014,New Hampshire,NH,76073
1305,2014,New Jersey,NJ,67622
1306,2014,New Mexico,NM,48388
1307,2014,New York,NY,56290
1308,2014,North Carolina,NC,48490
1309,2014,North Dakota,ND,62944
1310,2014,Ohio,OH,51454
1311,2014,Oklahoma,OK,48920
1312,2014,Oregon,OR,61022
1313,2014,Pennsylvania,PA,57185
1314,2014,Rhode Island,RI,60771
1315,2014,South Carolina,SC,46567
1316,2014,South Dakota,SD,54987
1317,2014,Tennesse,TN,45310
1318,2014,Texas,TX,55839
1319,2014,Utah,UT,65694
1320,2014,Vermont,VT,62922
1321,2014,Virginia,VA,68567
1322,2014,Washington,WA,61222
1323,2014,West Virginia,WV,40994
1324,2014,Wisconsin,WI,60198
1325,2014,Wyoming,WY,57721
1326,2015,Alaska,AK,46053
1327,2015,Alabama,AL,77717
1328,2015,Arizona,AZ,54060
1329,2015,Arkansas,AR,44282
1330,2015,California,CA,65843
1331,2015,Colorado,CO,68906
1332,2015,Connecticut,CT,75417
1333,2015,Delaware,DE,59759
1334,2015,DC,D.C,72501
1335,2015,Florida,FL,50518
1336,2015,Georgia,GA,52529
1337,2015,Hawaii,HI,66751
1338,2015,Idaho,ID,53414
1339,2015,Illinois,IL,62508
1340,2015,Indiana,IN,53786
1341,2015,Iowa,IA,62965
1342,2015,Kansas,KS,56768
1343,2015,Lousiana,LA,47515
1344,2015,Kentucky,KY,43857
1345,2015,Maine,ME,52516
1346,2015,Maryland,MD,76146
1347,2015,Massachusetts,MA,70214
1348,2015,Michigan,MI,56083
1349,2015,Minnesota,MN,71114
1350,2015,Mississippi,MS,41426
1351,2015,Missouri,MO,61249
1352,2015,Montana,MT,53177
1353,2015,Nebraska,NE,62571
1354,2015,Nevada,NV,53812
1355,2015,New Hampshire,NH,78299
1356,2015,New Jersey,NJ,70728
1357,2015,New Mexico,NM,46684
1358,2015,New York,NY,60017
1359,2015,North Carolina,NC,52559
1360,2015,North Dakota,ND,59406
1361,2015,Ohio,OH,55150
1362,2015,Oklahoma,OK,48710
1363,2015,Oregon,OR,62944
1364,2015,Pennsylvania,PA,62483
1365,2015,Rhode Island,RI,57633
1366,2015,South Carolina,SC,47968
1367,2015,South Dakota,SD,56975
1368,2015,Tennesse,TN,48971
1369,2015,Texas,TX,58432
1370,2015,Utah,UT,68556
1371,2015,Vermont,VT,61557
1372,2015,Virginia,VA,63618
1373,2015,Washington,WA,69575
1374,2015,West Virginia,WV,44309
1375,2015,Wisconsin,WI,57347
1376,2015,Wyoming,WY,63038
1377,2016,Alaska,AK,48237
1378,2016,Alabama,AL,77351
1379,2016,Arizona,AZ,58328
1380,2016,Arkansas,AR,46894
1381,2016,California,CA,68070
1382,2016,Colorado,CO,72084
1383,2016,Connecticut,CT,77556
1384,2016,Delaware,DE,59294
1385,2016,DC,D.C,72508
1386,2016,Florida,FL,52277
1387,2016,Georgia,GA,54678
1388,2016,Hawaii,HI,73684
1389,2016,Idaho,ID,57780
1390,2016,Illinois,IL,62706
1391,2016,Indiana,IN,57300
1392,2016,Iowa,IA,60365
1393,2016,Kansas,KS,58032
1394,2016,Lousiana,LA,43103
1395,2016,Kentucky,KY,46345
1396,2016,Maine,ME,51950
1397,2016,Maryland,MD,75346
1398,2016,Massachusetts,MA,73820
1399,2016,Michigan,MI,58319
1400,2016,Minnesota,MN,71728
1401,2016,Mississippi,MS,41983
1402,2016,Missouri,MO,56199
1403,2016,Montana,MT,58302
1404,2016,Nebraska,NE,60651
1405,2016,Nevada,NV,56623
1406,2016,New Hampshire,NH,77900
1407,2016,New Jersey,NJ,69940
1408,2016,New Mexico,NM,49493
1409,2016,New York,NY,62758
1410,2016,North Carolina,NC,54920
1411,2016,North Dakota,ND,61478
1412,2016,Ohio,OH,55146
1413,2016,Oklahoma,OK,52039
1414,2016,Oregon,OR,60407
1415,2016,Pennsylvania,PA,62290
1416,2016,Rhode Island,RI,62851
1417,2016,South Carolina,SC,55505
1418,2016,South Dakota,SD,58685
1419,2016,Tennesse,TN,52448
1420,2016,Texas,TX,59396
1421,2016,Utah,UT,68932
1422,2016,Vermont,VT,62145
1423,2016,Virginia,VA,67880
1424,2016,Washington,WA,71822
1425,2016,West Virginia,WV,45308
1426,2016,Wisconsin,WI,61103
1427,2016,Wyoming,WY,59073
1428,2017,Alaska,AK,51113
1429,2017,Alabama,AL,72231
1430,2017,Arizona,AZ,61125
1431,2017,Arkansas,AR,48829
1432,2017,California,CA,69759
1433,2017,Colorado,CO,74172
1434,2017,Connecticut,CT,72780
1435,2017,Delaware,DE,62318
1436,2017,DC,D.C,83382
1437,2017,Florida,FL,53681
1438,2017,Georgia,GA,57016
1439,2017,Hawaii,HI,73575
1440,2017,Idaho,ID,60208
1441,2017,Illinois,IL,64609
1442,2017,Indiana,IN,58873
1443,2017,Iowa,IA,63481
1444,2017,Kansas,KS,57872
1445,2017,Lousiana,LA,43903
1446,2017,Kentucky,KY,51348
1447,2017,Maine,ME,51664
1448,2017,Maryland,MD,81084
1449,2017,Massachusetts,MA,73227
1450,2017,Michigan,MI,57700
1451,2017,Minnesota,MN,71920
1452,2017,Mississippi,MS,43441
1453,2017,Missouri,MO,56885
1454,2017,Montana,MT,59087
1455,2017,Nebraska,NE,59619
1456,2017,Nevada,NV,56550
1457,2017,New Hampshire,NH,74801
1458,2017,New Jersey,NJ,72997
1459,2017,New Mexico,NM,47855
1460,2017,New York,NY,62447
1461,2017,North Carolina,NC,50343
1462,2017,North Dakota,ND,59886
1463,2017,Ohio,OH,59768
1464,2017,Oklahoma,OK,55006
1465,2017,Oregon,OR,64610
1466,2017,Pennsylvania,PA,63173
1467,2017,Rhode Island,RI,66390
1468,2017,South Carolina,SC,54971
1469,2017,South Dakota,SD,56894
1470,2017,Tennesse,TN,55240
1471,2017,Texas,TX,59295
1472,2017,Utah,UT,71319
1473,2017,Utah,VT,63805
1474,2017,Virginia,VA,71293
1475,2017,Washington,WA,75418
1476,2017,West Virginia,WV,45392
1477,2017,Wisconsin,WI,63451
1478,2017,Wyoming,WY,57837
